# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 1
# model = benchmark_warfarin_new_model
# method = sample (Default)
#   sample
#     num_samples = 150
#     num_warmup = 150
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = benchmark-warfarin.data.R
# init = benchmark-warfarin.init.R
# random
#   seed = 6112019
# output
#   file = mac/new-warfarin-4-06112019-1.csv
#   diagnostic_file =  (Default)
#   refresh = 150
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,Eta.1.1,Eta.2.1,Eta.3.1,Eta.4.1,Eta.5.1,Eta.6.1,Eta.7.1,Eta.8.1,Eta.9.1,Eta.10.1,Eta.11.1,Eta.12.1,Eta.13.1,Eta.14.1,Eta.15.1,Eta.16.1,Eta.17.1,Eta.18.1,Eta.19.1,Eta.20.1,Eta.21.1,Eta.22.1,Eta.23.1,Eta.24.1,Eta.25.1,Eta.26.1,Eta.27.1,Eta.28.1,Eta.29.1,Eta.30.1,Eta.31.1,Eta.32.1,Eta.1.2,Eta.2.2,Eta.3.2,Eta.4.2,Eta.5.2,Eta.6.2,Eta.7.2,Eta.8.2,Eta.9.2,Eta.10.2,Eta.11.2,Eta.12.2,Eta.13.2,Eta.14.2,Eta.15.2,Eta.16.2,Eta.17.2,Eta.18.2,Eta.19.2,Eta.20.2,Eta.21.2,Eta.22.2,Eta.23.2,Eta.24.2,Eta.25.2,Eta.26.2,Eta.27.2,Eta.28.2,Eta.29.2,Eta.30.2,Eta.31.2,Eta.32.2,Eta.1.3,Eta.2.3,Eta.3.3,Eta.4.3,Eta.5.3,Eta.6.3,Eta.7.3,Eta.8.3,Eta.9.3,Eta.10.3,Eta.11.3,Eta.12.3,Eta.13.3,Eta.14.3,Eta.15.3,Eta.16.3,Eta.17.3,Eta.18.3,Eta.19.3,Eta.20.3,Eta.21.3,Eta.22.3,Eta.23.3,Eta.24.3,Eta.25.3,Eta.26.3,Eta.27.3,Eta.28.3,Eta.29.3,Eta.30.3,Eta.31.3,Eta.32.3,sigma_eta.1,sigma_eta.2,sigma_eta.3,sigma_y,kappa,R0,kin,kout,EC50,sigma_y_ref
-693.256,0.927284,0.172467,5,31,0,742.649,4.62481,2.87708,-0.0743762,-0.0196822,1.3853,1.99848,-0.325428,-0.761499,1.64493,0.894571,0.570443,-0.125457,1.12122,0.718032,1.31815,0.106016,0.13051,-0.209279,-1.16636,0.228124,-1.64868,-0.534879,-0.686911,0.70251,-0.689542,-1.5994,-0.515821,0.0499299,-1.37696,-1.16869,-0.212207,0.106903,-0.728207,-1.47895,1.22678,0.248832,0.635793,-1.09779,0.57608,0.831697,0.772515,-1.11924,-0.577762,0.405561,-0.119527,1.01885,-1.37997,1.17288,-0.0340858,0.359538,-0.361302,0.262907,0.873495,1.03488,1.83397,-1.0656,-0.703099,0.0668726,-2.62821,-0.636554,-0.110171,-1.1944,0.968062,-1.38578,0.59729,0.193295,1.14928,0.424631,1.24919,1.30753,-1.68951,0.472247,-1.08527,1.16953,-0.262304,-0.246222,0.409406,-0.372388,-0.59293,-0.917153,0.303595,-0.104674,2.12467,-0.526795,-1.05416,-1.2106,0.766716,1.52869,1.69882,-0.0892534,1.88263,0.854238,0.354085,1.66684,-0.504268,0.800581,0.658533,1.27182,0.321112,0.00407004,0.161351,0.469405,1.47726,0.167111,101.983,5.74152,0.0562988,0.928322,2.85768
-694.012,0.93548,0.172467,5,31,0,737.457,4.57696,2.96686,0.120536,-0.225628,-1.12277,-1.67955,0.659631,1.00309,-0.811994,0.287786,-0.986793,-1.02307,-0.695756,-0.926343,-1.36569,-0.140971,-1.10419,0.218257,1.29896,-0.655351,0.045045,-0.00349671,0.235442,-0.597857,0.877289,1.45761,0.58744,0.00634994,1.42689,0.291605,0.0283082,-0.127573,0.464939,1.36125,0.127832,1.34451,1.92402,-0.313019,0.0730023,0.607512,0.927313,-0.862427,-1.2718,-1.06045,-0.141185,0.000229386,-1.59033,0.199387,-1.17353,0.142513,0.533764,-0.0281421,-0.44289,0.594933,-0.506069,-0.225809,-1.11243,0.203231,-0.766209,-1.12552,0.82832,-1.65925,0.47376,-0.635097,0.356721,0.335868,0.313604,-0.14455,0.594115,1.26846,-2.14376,0.372415,-1.54109,1.00708,-0.300088,-0.121964,-0.129845,-0.778747,-1.31028,-1.24369,-0.375725,0.242641,1.89435,-0.639151,-0.784327,-1.44144,1.55664,0.841511,1.48802,-0.754006,1.36405,0.695094,-0.666986,1.07034,-0.710573,0.620951,0.980482,1.08967,-0.115082,0.0144575,0.137874,0.416249,1.04433,0.116802,97.218,5.00327,0.0514645,1.1281,3.10679
-697.821,0.903247,0.172467,5,31,0,743.153,4.58902,2.94479,0.0597696,-0.0902658,0.0311816,1.85966,0.218209,-0.407768,0.0269081,0.232602,-0.0698969,0.192927,0.733845,1.14322,-0.484457,0.134841,-0.416563,1.43495,0.181172,0.910403,-0.206638,-0.106012,0.468169,-0.323876,-0.0032989,0.00552568,-1.08673,-0.177192,-2.29516,-0.909398,0.137708,0.357436,0.996605,-0.280553,1.51057,-0.448404,0.189082,-0.666624,0.0967873,-0.374406,0.498861,-1.26047,-0.434254,-0.410346,-0.514233,0.174357,-1.43245,0.266873,-0.861098,-0.487735,-0.165832,-0.315802,-0.10625,0.778948,0.673579,-0.269073,-1.26825,0.0830749,-3.32991,-1.60461,0.71617,-1.26668,0.514181,-1.64554,0.492911,-0.447861,1.05544,-0.0370741,1.37666,0.921313,-2.02922,-0.0939612,-1.64315,1.34407,-0.234064,-0.0923274,0.154402,-0.598865,-0.680501,-1.32384,0.283436,-0.400233,1.62724,-0.601387,-1.33684,-2.21484,0.191567,1.33786,1.74477,-0.74741,1.79169,0.837025,0.6648,1.65602,-1.0546,0.565759,0.580887,1.5679,0.132227,0.0126851,0.178917,0.438769,1.88728,0.154422,98.398,5.17703,0.0526132,1.06159,3.16821
-710.731,0.980788,0.172467,5,31,0,746.787,4.59044,2.94098,0.0934898,0.285373,0.848763,-1.25408,-0.829089,0.327174,-1.10939,-0.711606,0.458972,0.0875743,-0.676485,-0.573403,-0.494545,-0.640226,-0.552534,-1.3035,-0.513159,-0.795687,-1.11584,-0.444554,-0.924455,0.913873,0.384168,-0.38248,0.463931,-0.115888,1.80811,1.49262,-0.543158,-1.66737,-0.250441,0.11131,-0.58153,0.896158,1.60499,-1.42308,0.208327,-1.39468,0.114847,-0.310291,-0.70105,-1.00421,-0.0417676,0.64445,-1.44573,0.0907386,0.446817,-0.402246,-0.53972,0.0261951,-0.445517,-0.0464583,-0.846631,-1.16053,-1.12477,-0.644881,-1.65551,-1.0224,0.631753,-1.93833,0.113782,-0.954603,-0.87899,0.573192,1.02008,-0.548924,0.46427,1.40905,-2.32562,0.594183,-1.7558,1.11247,-0.434931,0.0952862,0.0671763,-0.861003,-1.11863,-1.41219,-0.0460525,0.211181,2.86726,-0.626524,-0.822168,-1.58209,1.56717,0.97267,1.70848,-0.446905,1.23885,0.263664,-0.917356,1.37459,-0.817069,1.15139,1.65911,1.05261,0.422484,0.0261473,0.142065,0.397568,0.390977,0.0926396,98.5382,5.20417,0.0528137,1.098,3.30868
-709.139,0.96153,0.172467,5,31,0,770.131,4.60485,2.96772,-0.00853194,-0.0114049,1.03638,0.303241,-2.56191,-2.48113,-0.839397,-0.592306,-0.646733,-1.08581,-0.616709,0.0563097,-2.11486,-1.14933,-0.717339,0.639814,-0.836037,-0.6257,0.0300229,-0.0161085,-0.168017,1.04443,1.23254,0.624359,-0.775564,1.19031,0.560699,-1.09356,-0.104351,1.20404,-0.803681,-1.13682,0.200731,0.491524,0.854959,-0.858318,-0.00625202,1.17777,0.376335,-1.32876,-1.34339,-0.737698,0.0125433,-0.695662,-0.89391,0.460974,-2.19612,0.0199723,-0.519429,0.995413,0.48379,1.13296,0.0512706,-0.0474721,-0.805055,0.0359867,-3.07752,-1.05826,0.521037,-1.78367,0.784349,-1.86666,-1.01849,1.0902,-0.275612,-0.14211,0.843132,1.37367,-1.51176,0.40146,-0.834628,1.15797,-0.24062,-0.192758,0.148209,-0.630696,-2.00585,-1.25247,0.1014,-0.043531,2.27379,-0.756624,-1.43496,-2.03856,0.982168,1.37834,1.44265,-0.524506,2.37769,0.796764,0.220097,1.63343,-0.954906,0.254152,1.31974,1.08085,0.349814,0.0203376,0.150546,0.434752,1.34084,0.10083,99.9684,5.14042,0.0514204,0.991504,3.4228
-696.718,0.92793,0.172467,5,31,0,756.063,4.59172,2.903,0.0468788,-0.117811,1.02232,-0.407662,-1.05044,0.920858,-0.318719,-0.105853,-0.325285,1.64027,1.66945,1.15694,-1.00876,1.1708,-1.54596,0.508577,-0.850562,-0.331406,0.132014,-0.156849,0.72121,-0.0572645,-0.0562906,-1.09151,-0.591916,0.161333,0.209017,0.145836,-0.647245,-0.727234,1.03374,1.49772,0.407886,0.257554,1.53599,-0.684948,1.06564,-0.843239,1.11204,-0.99074,0.174059,-0.314586,-0.506348,0.992207,-0.734709,0.493775,0.967447,0.0474464,-0.0224468,-0.204346,-0.421058,0.792827,0.745735,-0.151764,-0.68725,0.0477183,-0.712624,-0.960599,1.2451,-1.92471,0.302605,-1.03943,0.817966,-0.18956,1.61433,0.326358,1.05148,1.14903,-1.7999,0.462209,-1.66912,1.79037,-0.0835422,0.0228093,0.132239,-0.70373,-1.08262,-1.3714,0.0469365,-0.0379276,2.07398,-0.333811,-0.725541,-1.12736,1.04726,1.18755,1.63634,-0.309951,1.6155,0.472014,-0.117043,1.5569,-0.624695,1.249,0.882049,1.26601,0.420503,0.00812518,0.16132,0.40206,0.582133,0.0914714,98.6644,5.41255,0.0548582,1.04799,3.35727
-705,0.985399,0.172467,5,31,0,743.485,4.62092,2.92193,-0.0105294,-0.137102,0.14454,-0.167941,-0.269387,-0.430067,-1.65141,0.56886,0.998498,-0.69566,-1.77076,-0.168351,0.0419089,-1.05105,0.380005,0.161459,0.593134,0.41774,0.271656,0.0019824,0.27515,-0.0826653,0.223945,0.648494,0.0586768,-0.849843,-0.849984,0.00746363,-0.843262,1.50564,0.309977,-0.883344,-0.358155,0.970772,0.944932,-1.09241,0.999045,1.80646,0.78469,-0.898891,-1.69903,-0.80104,-0.206439,0.0521004,-1.90697,0.750003,-2.56404,0.408584,-0.249104,0.875929,0.696273,2.3163,0.186137,-1.1578,-0.956434,0.943454,-3.02203,-1.22772,0.983155,-1.02692,1.65787,-1.82248,0.509642,0.443108,-0.507921,-0.00757279,1.30398,1.40761,-1.89375,0.432919,-1.08319,0.421415,-0.214223,0.406623,0.0768612,-0.396692,-0.650522,-1.46311,-0.168388,0.153853,2.18631,-0.657689,-1.392,-1.86887,0.943175,1.58618,2.01563,-0.536119,1.65335,0.751833,0.281567,1.5087,-0.723685,0.283043,1.24276,1.20635,0.200251,0.0524173,0.0964844,0.399767,1.07042,0.115857,101.588,5.46843,0.0538297,0.989526,3.12684
-701.142,0.96864,0.172467,5,31,0,752.607,4.58938,2.91439,0.0582888,0.589193,0.156884,0.71626,0.60699,-1.78738,-0.492773,1.0805,0.404164,-1.78719,-0.983957,-0.244692,-0.993101,-0.347646,-0.40038,-0.660382,1.04888,0.120378,0.33924,-1.14216,-0.155912,-0.294823,-0.742627,-2.37384,-0.640816,1.57493,0.712279,-0.412282,-0.820947,0.775632,0.147147,0.129866,1.21617,0.243584,1.29429,-1.45064,1.2726,0.586665,0.229128,-0.886041,-1.06152,-1.35126,0.677665,-0.599691,-1.27262,0.301441,-1.58814,0.0357515,0.13291,-0.240641,0.107672,1.04502,0.530084,0.825914,-1.47295,0.89314,-2.36936,-0.763612,1.14625,0.0250413,0.862795,-0.988612,0.470162,0.596375,0.877896,-0.394512,0.847599,1.14849,-2.01412,0.583632,-0.96254,1.17508,-0.333329,0.368175,0.344931,-0.359601,-1.75079,-0.746468,0.0966721,0.100202,1.62682,-0.829255,-1.34284,-1.21084,0.974331,1.61608,1.63923,-0.39992,1.93987,0.201306,-0.201519,1.0713,-0.423819,0.301614,0.710183,1.31103,0.168679,0.0719324,0.112697,0.435582,1.69185,0.127654,98.4335,5.33873,0.0542369,1.06002,3.27048
-703.64,0.929391,0.172467,5,31,0,767.723,4.6056,2.87203,0.0374906,0.231935,0.379016,1.41165,-0.0156278,1.71258,0.41215,0.0775509,-0.395913,0.569376,1.95905,0.349657,-0.262732,-0.146768,-0.677191,1.24187,-0.685309,-0.633161,1.0665,-0.511253,-0.356795,0.0475452,1.12466,1.94928,0.603977,-1.99326,-0.272599,-0.228643,1.99462,-1.10738,-0.48269,-0.484616,-0.738425,1.20313,1.01427,-0.3674,0.0592243,-0.352993,1.52444,-0.695985,-0.277256,0.563908,-0.97382,0.981661,-0.764237,1.96538,0.831139,-0.0451162,-0.212522,0.350438,-0.00904851,1.72019,0.523956,1.2578,-0.665598,-0.0833409,-0.671686,-0.405006,0.624734,-3.18739,1.05764,-1.5271,0.815326,0.137592,0.615294,-0.26372,1.06874,1.00866,-1.50147,-0.148916,-1.41768,0.759374,-0.162231,-0.403684,-0.0812639,-0.82029,-1.0428,-1.00246,-0.134926,-0.438573,1.98391,-0.239299,-0.875824,-1.36204,1.08134,1.24343,1.48501,-0.718784,1.62163,0.624403,0.211375,1.435,-0.686903,1.00049,0.857166,1.20609,0.321658,0.0484191,0.109338,0.427798,0.113762,0.0930843,100.043,5.6608,0.0565838,1.0382,3.27962
-698.634,0.97933,0.172467,5,31,0,752.13,4.60151,2.91699,0.10157,0.601023,-0.448014,1.10848,-0.20148,-2.13081,-1.25115,-0.0855449,0.361772,-0.944102,0.753805,0.890907,-1.72324,-1.14498,-0.839541,1.21779,0.948641,-1.2882,1.06134,-0.68563,1.08664,-1.12338,1.8754,-0.804463,-1.36829,0.385328,1.03251,-0.272816,0.734793,-0.38502,-0.345047,-0.76196,0.0432035,0.362179,1.24095,-1.12277,0.893384,0.745923,0.984634,-0.106671,-0.299615,-1.69273,-0.590931,-0.184895,-0.591768,0.281168,-0.557885,-0.104398,-0.588559,0.212624,-0.526782,0.636342,0.144051,-1.62864,-0.616557,0.336347,-2.12009,-1.70486,1.17779,0.18075,0.91439,-1.28011,1.00055,0.595207,1.5839,-0.248458,1.21137,0.973295,-2.10503,0.337777,-1.34708,1.09467,-0.494634,0.0546646,-0.2656,-0.533289,-1.98788,-1.24763,-0.0241901,-0.280427,2.03117,-0.824709,-1.23929,-1.94398,0.538198,1.5208,1.42111,-0.61896,1.4289,0.994264,-0.412085,1.24645,-1.30778,0.617931,0.890285,1.65827,0.222436,0.0435546,0.120506,0.409562,0.286926,0.104361,99.6351,5.38987,0.0540961,1.10691,3.10877
