# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 0
# model = benchmark_warfarin_old_model
# method = sample (Default)
#   sample
#     num_samples = 150
#     num_warmup = 150
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = benchmark-warfarin.data.R
# init = benchmark-warfarin.init.R
# random
#   seed = 3172019
# output
#   file = mac/old-4-3172019-3.csv
#   diagnostic_file =  (Default)
#   refresh = 150
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,Eta.1.1,Eta.2.1,Eta.3.1,Eta.4.1,Eta.5.1,Eta.6.1,Eta.7.1,Eta.8.1,Eta.9.1,Eta.10.1,Eta.11.1,Eta.12.1,Eta.13.1,Eta.14.1,Eta.15.1,Eta.16.1,Eta.17.1,Eta.18.1,Eta.19.1,Eta.20.1,Eta.21.1,Eta.22.1,Eta.23.1,Eta.24.1,Eta.25.1,Eta.26.1,Eta.27.1,Eta.28.1,Eta.29.1,Eta.30.1,Eta.31.1,Eta.32.1,Eta.1.2,Eta.2.2,Eta.3.2,Eta.4.2,Eta.5.2,Eta.6.2,Eta.7.2,Eta.8.2,Eta.9.2,Eta.10.2,Eta.11.2,Eta.12.2,Eta.13.2,Eta.14.2,Eta.15.2,Eta.16.2,Eta.17.2,Eta.18.2,Eta.19.2,Eta.20.2,Eta.21.2,Eta.22.2,Eta.23.2,Eta.24.2,Eta.25.2,Eta.26.2,Eta.27.2,Eta.28.2,Eta.29.2,Eta.30.2,Eta.31.2,Eta.32.2,Eta.1.3,Eta.2.3,Eta.3.3,Eta.4.3,Eta.5.3,Eta.6.3,Eta.7.3,Eta.8.3,Eta.9.3,Eta.10.3,Eta.11.3,Eta.12.3,Eta.13.3,Eta.14.3,Eta.15.3,Eta.16.3,Eta.17.3,Eta.18.3,Eta.19.3,Eta.20.3,Eta.21.3,Eta.22.3,Eta.23.3,Eta.24.3,Eta.25.3,Eta.26.3,Eta.27.3,Eta.28.3,Eta.29.3,Eta.30.3,Eta.31.3,Eta.32.3,sigma_eta.1,sigma_eta.2,sigma_eta.3,sigma_y,kappa,R0,kin,kout,EC50,sigma_y_ref
-698.705,0.947792,0.145882,5,31,0,747.24,4.58689,2.91761,0.149901,1.07728,-0.936454,0.664206,-0.321593,-2.02215,0.518288,1.43674,-1.07241,1.85855,-0.12218,0.704346,-0.271929,1.10452,1.61712,0.934465,0.161621,1.40018,-1.10077,0.23538,-0.161541,0.64608,2.60153,-0.663392,1.46382,1.48083,-0.893761,0.932746,0.594694,0.280568,1.28392,-0.353812,-0.641668,0.050482,2.54152,-0.931164,0.987097,0.814067,1.86505,-0.680137,-0.737301,-0.966544,-0.451657,0.749483,-1.46657,0.440657,-1.75802,1.02976,-0.707738,-0.00695583,0.26734,1.41078,0.00716075,-0.896688,-1.61961,-0.394379,-2.12713,-1.885,0.418006,-1.35731,1.52899,-0.274064,-0.321498,0.157772,0.315677,-0.20665,0.656553,0.736017,-1.45955,0.141747,-1.48567,0.271387,-0.270075,-0.439529,-0.0642075,-0.761753,-1.40772,-1.26523,-0.314865,-0.155628,1.23435,-0.403653,-0.90454,-1.48266,0.971284,1.03527,0.859099,-0.0889034,1.01707,0.253047,-0.0183845,0.95427,-1.07658,0.365595,0.696696,0.826048,0.146286,0.0110915,0.102923,0.604279,0.521928,0.106017,98.1889,5.30837,0.0540628,1.16172,3.11527
-689.267,0.993664,0.145882,5,31,0,743.878,4.5834,2.89474,0.150998,-0.811044,1.04882,0.389538,1.39347,0.585756,-0.909996,-1.05424,-0.252529,-1.77581,-1.08431,-1.23654,-0.605539,1.85908,-1.10498,0.402526,-1.38061,-1.09192,0.725753,-0.832797,0.190111,1.17608,-0.0473673,1.28335,-0.0980931,0.780534,0.54401,1.18839,0.339845,-0.852925,-0.622547,0.339321,0.982743,0.903647,2.4386,-1.12771,0.13294,0.053632,0.307942,-1.98127,0.0851015,-0.256256,0.413855,0.228578,-0.916966,1.3219,-0.886029,-0.718476,0.576257,0.385544,1.07996,1.2694,1.04759,0.512698,-1.26114,0.155401,-1.92716,-0.491304,1.13364,-0.930105,0.481852,-1.70076,0.751645,0.685913,1.28012,-0.286163,0.263565,0.829012,-2.0204,0.254752,-1.18908,1.36809,-0.38062,-0.105652,-0.222136,-0.569445,-0.977057,-1.46657,-0.154608,-0.0767624,1.78152,-0.892944,-1.27306,-1.28979,0.792924,0.716796,1.36249,-0.907064,1.44939,-0.00222415,0.0758124,0.731507,-0.698523,0.377769,0.627646,0.86639,0.00266369,0.0273804,0.131385,0.484279,1.79784,0.153357,97.8469,5.41225,0.0553135,1.16299,3.12297
-686.841,0.951114,0.145882,5,31,0,740.944,4.57632,2.8831,0.180541,-0.67465,1.38942,0.322954,1.30666,0.190171,-0.711463,-0.407728,0.503516,-1.9326,-1.01722,-0.891191,-0.158186,0.858126,-0.982874,0.74824,-0.761836,-0.993333,0.704996,-0.87359,0.495137,1.09109,-0.070088,0.274279,0.868964,0.480185,1.02705,1.09451,1.13482,-0.315831,-0.609024,0.0131689,0.146593,0.557207,2.24167,-0.944511,0.441948,-0.0942136,0.173028,-1.79103,0.243541,0.437893,0.219573,0.579715,-1.74174,0.942348,-0.82505,-0.436897,0.759573,0.297311,0.677069,0.998029,0.692249,-0.0652632,-1.79568,0.119707,-2.18295,-0.627819,0.459081,-0.985679,0.406799,-1.78189,0.574636,1.09965,1.11133,-0.264347,0.201437,0.877657,-1.59921,0.353497,-1.13458,1.0631,-0.430864,-0.135201,-0.337048,-0.487345,-1.06824,-1.81285,-0.140998,-0.152906,1.86336,-0.614725,-1.42143,-1.42161,0.618327,0.502304,1.48031,-0.853295,1.2529,0.328429,-0.164168,0.757033,-0.647529,0.598609,0.76677,0.709117,0.105885,0.0406462,0.129347,0.496873,1.81426,0.162321,97.1563,5.43698,0.0559612,1.19787,3.07444
-688.376,0.725766,0.145882,5,31,0,738.252,4.60157,2.88507,0.194533,2.29548,-0.682047,0.579198,-0.957421,0.78019,-0.356689,0.362219,-0.16259,0.162375,1.13839,1.50233,-1.50202,0.635372,0.787364,0.759621,-1.66771,1.50389,0.874787,-0.300754,-0.241397,-0.0946531,-0.118251,0.737811,-1.17058,-0.347533,1.0375,-1.54627,-0.479002,0.105041,0.874232,-0.968367,-0.606805,0.914432,2.34504,-1.29565,0.431415,0.362235,1.50192,-0.1514,-1.11528,-0.955736,-0.560321,0.0204122,-1.58121,0.324431,-0.324781,0.940085,-0.697567,0.702921,-0.550446,1.29773,0.352025,-0.632748,-1.21838,0.111299,-1.17558,-1.19344,1.04332,-2.14652,1.02729,-0.474989,-0.553533,-0.650134,0.758019,-0.556007,0.424621,0.776063,-1.60705,-0.153938,-1.55849,0.5142,-0.365821,-0.359399,-0.00678343,-0.811239,-0.292722,-1.36838,-0.496928,-0.383628,1.54884,-0.790669,-0.67115,-1.58076,0.518481,0.918283,0.806466,-0.403002,1.13892,0.234724,-0.2916,0.986257,-1.06272,0.19011,0.435256,0.728388,-0.0634427,0.00126288,0.139865,0.525466,0.899007,0.146281,99.641,5.56506,0.0558511,1.21474,2.76484
-697.633,0.782518,0.145882,5,31,0,743.061,4.6118,2.91088,0.135522,2.06476,-0.021867,0.904123,-1.61689,1.03669,-0.547904,-0.230321,-0.0384588,-0.477646,0.692015,0.984074,-1.00001,-0.228333,0.0671439,-0.520361,-1.43884,1.14248,1.19542,-0.171652,-0.106037,-0.204493,0.391243,0.480641,-0.426783,-0.145388,1.33635,-0.894025,-1.02164,0.495228,0.830611,-0.965085,-0.40602,0.672044,2.29803,-1.55126,0.486682,-0.254469,2.00381,0.20893,-0.407923,-0.57,-0.301553,0.307155,-2.08062,0.626593,-0.664493,0.641853,-0.721816,0.960636,-0.0983078,1.35083,1.15322,-1.53595,-1.53544,0.354544,-1.50082,-1.56759,0.498832,-1.80653,1.08733,-1.06684,-0.611922,-0.447389,0.705096,-0.100972,0.283295,0.941637,-1.83799,-0.0673131,-1.55966,0.43567,-0.518749,-0.245094,0.0882064,-0.970185,-0.500826,-1.3346,0.0880018,-0.191687,1.45433,-0.635006,-0.800894,-1.58891,0.300477,0.993394,0.869102,-0.391353,0.926159,0.454423,-0.38278,1.06955,-1.15909,0.0685277,0.57661,0.791075,-0.00799848,0.00140007,0.154948,0.588204,1.634,0.156865,100.665,5.47901,0.054428,1.14513,3.00747
-695.192,0.999667,0.145882,5,31,0,746.768,4.5629,2.91671,0.183748,1.94995,-1.58187,1.43781,-1.0572,0.751833,-0.138057,-0.0852976,0.159478,-1.15799,0.355771,0.743487,-1.27955,-0.49964,0.598545,-0.524235,-1.89514,1.39848,2.03282,-0.676277,-1.6162,-0.236242,0.501533,-0.276208,0.244887,-0.162281,-0.136763,-0.0753173,-0.0820967,0.303885,1.4155,0.20348,0.445151,0.539589,2.49077,-1.70433,0.975142,-0.0458228,1.64791,0.0292377,-0.615349,-0.326386,-1.32362,0.382919,-1.70444,0.662139,-0.127674,0.483156,0.495816,0.594733,0.206401,1.52072,0.318525,0.012059,-1.28181,0.112834,-2.86671,-1.96642,1.07378,-2.22015,1.15676,-1.07974,-0.331973,1.03084,1.41405,-0.0677199,0.371412,0.774276,-1.4571,0.10838,-1.61091,0.340033,-0.357832,-0.254748,-0.0215357,-1.04188,-0.51955,-1.32244,-0.621785,-0.347955,1.61001,-0.386246,-1.20805,-1.3636,0.673711,0.857146,1.28069,-0.644932,1.25142,0.316991,-0.233678,1.11589,-1.02721,0.588646,0.669894,1.00187,-0.0124235,0.0125124,0.104847,0.480446,0.937544,0.131817,95.8611,5.18719,0.0541115,1.20171,2.90951
-700.706,0.910881,0.145882,5,31,0,746.901,4.61709,2.89731,0.175179,-1.43356,1.28925,-1.0918,1.24594,-1.00736,0.334237,-0.147583,0.211915,0.611141,-0.490167,-1.75834,0.628447,-0.207461,-1.20958,0.978177,1.82915,-0.682536,-2.08108,0.720806,1.79086,-0.0576528,-0.764181,0.0204713,-0.0891984,-0.983193,0.786623,0.341721,-0.0568084,0.501721,-1.20242,0.678869,0.313942,1.12611,0.891138,0.120523,0.761528,0.475622,-0.651646,-1.53581,-0.461851,-0.553838,0.62815,-0.150659,-0.802169,0.683539,-1.42,-0.358733,-0.468652,0.90864,-0.0539166,0.977755,0.542365,-1.06749,-0.295033,0.191728,-0.158375,-0.676194,0.615796,-1.17445,-0.0213299,-0.725844,0.360553,-0.000631621,0.913684,-0.298493,0.462369,1.14254,-1.77296,-0.0269635,-1.46179,0.509221,-0.251155,-0.734757,-0.505808,-0.740588,-1.51492,-1.55091,-0.589072,-0.632961,1.26592,-0.767471,-1.05591,-1.65368,0.459055,0.715983,1.19062,-0.813554,1.07949,-0.174748,-0.547133,0.908352,-1.12444,0.296397,0.596309,1.03413,-0.0211965,0.0166643,0.122117,0.462407,1.28207,0.115982,101.199,5.58327,0.0551713,1.19146,3.20402
-695.896,0.781809,0.145882,5,31,0,755.221,4.61368,2.89162,0.103159,-0.019148,0.659575,0.122899,-0.555623,-0.761124,-0.568484,0.76742,-0.135629,0.484083,0.698172,2.49687,-1.33607,-1.82715,0.692262,0.710663,-1.30315,0.482278,1.36709,-0.998792,-0.361947,-0.975582,-0.104866,-1.31656,0.0999293,-1.157,-2.05359,1.36979,1.36036,0.291521,-0.299454,-0.190464,0.516897,0.816146,1.86213,-0.0871432,0.881421,1.05724,1.41541,-0.331657,-0.331864,-0.0764057,-0.409467,0.653968,-1.31361,1.01308,0.787714,0.533969,-0.114074,0.211658,0.337023,1.57838,0.827668,0.151942,-1.27227,0.487164,-2.10121,-0.639909,1.42966,-0.563515,1.64613,-1.20932,0.850295,1.28692,0.820492,-0.218479,0.28109,0.604587,-1.84768,0.386665,-1.33066,0.721936,-0.642256,-0.164899,0.0373069,-1.11203,-0.686786,-1.08536,-0.242214,-0.223956,1.81912,-0.836699,-1.20377,-1.73555,1.11101,1.17156,1.4666,-0.326902,1.2731,0.812854,0.0329995,0.77204,-1.15998,0.431623,0.866449,0.529866,0.0436257,0.0193936,0.151112,0.458457,0.658674,0.108319,100.855,5.59605,0.0554862,1.10867,3.10899
-693.347,0.996516,0.145882,5,31,0,741.848,4.60325,2.87368,0.0838484,-0.132366,-0.633833,-0.220295,0.639598,-0.224993,0.58529,0.266141,-1.16253,-0.263261,-1.24816,-1.78945,0.926564,0.911638,-0.93164,0.197105,0.192927,-0.00953672,-0.524273,0.601952,0.256778,1.18387,0.882932,1.736,-0.443618,-1.16902,1.15192,-1.20961,-1.47928,-1.11125,1.03802,0.591795,-1.03272,0.736456,1.13985,-1.00801,1.04079,1.09968,1.03664,-0.912119,-0.440877,-0.27503,0.437308,0.668473,-0.887281,1.10338,-1.0276,0.310498,0.191554,0.708355,0.360018,1.31567,0.445903,0.347196,-0.211523,0.872169,-1.46408,0.0355858,1.20017,-2.31268,0.390132,-0.491521,-0.0398823,-0.349213,1.42264,-0.547795,1.00009,0.796684,-2.26106,0.014302,-1.82792,1.46076,-0.145427,-0.390988,-0.332327,-0.365673,-1.05807,-1.64197,0.121457,-0.31484,1.635,-0.725541,-1.19231,-1.65031,0.894496,0.973932,1.37406,-0.915748,1.26872,0.675779,-0.232617,1.43099,-0.54229,0.663932,1.14181,1.23522,-0.432203,0.0144815,0.126994,0.438568,1.02345,0.0977033,99.8085,5.63823,0.0564904,1.08746,3.35895
-681.885,0.954092,0.145882,5,31,0,743.031,4.60665,2.88748,0.0708094,1.03154,0.721404,1.23268,-1.66735,0.526356,-0.999972,1.25679,-0.120325,-1.04139,0.171642,0.581688,-1.57082,-0.00471727,-1.08231,0.152375,0.64621,-0.755466,-1.70638,-0.223244,0.433181,-1.19113,0.679917,-1.94918,-0.0924921,-0.764956,-0.294324,0.454588,1.54427,-0.426165,-1.10296,-0.977203,1.38745,1.28938,1.94275,-0.393075,0.775918,-0.535111,0.600048,-0.626637,-0.502963,-0.221852,-0.266337,0.5469,-1.58328,1.31011,0.158622,0.16779,-0.110914,0.668736,0.41928,1.62704,1.16135,-0.272372,-1.47575,0.220147,-1.89341,-1.14274,1.29441,-0.704838,1.38857,-1.72266,0.906435,0.762545,0.55471,-0.465319,0.585638,0.865071,-1.89651,0.182431,-1.37468,0.763707,-0.398082,-0.305218,0.305374,-1.06725,-0.885546,-1.08207,-0.305822,-0.291825,1.89205,-0.668791,-1.18013,-1.90495,0.726986,1.20012,1.51568,-0.340665,1.39391,0.54331,-0.153123,1.34889,-1.18288,0.462559,0.855836,0.757811,0.24709,0.0148338,0.134758,0.445399,1.01976,0.15742,100.148,5.57987,0.0557162,1.07338,2.71889
