# stan_version_major = 2
# stan_version_minor = 19
# stan_version_patch = 0
# model = benchmark_warfarin_old_model
# method = sample (Default)
#   sample
#     num_samples = 150
#     num_warmup = 150
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = benchmark-warfarin.data.R
# init = benchmark-warfarin.init.R
# random
#   seed = 6112019
# output
#   file = linux/old-warfarin-1-06112019-2.csv
#   diagnostic_file =  (Default)
#   refresh = 150
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,Eta.1.1,Eta.2.1,Eta.3.1,Eta.4.1,Eta.5.1,Eta.6.1,Eta.7.1,Eta.8.1,Eta.9.1,Eta.10.1,Eta.11.1,Eta.12.1,Eta.13.1,Eta.14.1,Eta.15.1,Eta.16.1,Eta.17.1,Eta.18.1,Eta.19.1,Eta.20.1,Eta.21.1,Eta.22.1,Eta.23.1,Eta.24.1,Eta.25.1,Eta.26.1,Eta.27.1,Eta.28.1,Eta.29.1,Eta.30.1,Eta.31.1,Eta.32.1,Eta.1.2,Eta.2.2,Eta.3.2,Eta.4.2,Eta.5.2,Eta.6.2,Eta.7.2,Eta.8.2,Eta.9.2,Eta.10.2,Eta.11.2,Eta.12.2,Eta.13.2,Eta.14.2,Eta.15.2,Eta.16.2,Eta.17.2,Eta.18.2,Eta.19.2,Eta.20.2,Eta.21.2,Eta.22.2,Eta.23.2,Eta.24.2,Eta.25.2,Eta.26.2,Eta.27.2,Eta.28.2,Eta.29.2,Eta.30.2,Eta.31.2,Eta.32.2,Eta.1.3,Eta.2.3,Eta.3.3,Eta.4.3,Eta.5.3,Eta.6.3,Eta.7.3,Eta.8.3,Eta.9.3,Eta.10.3,Eta.11.3,Eta.12.3,Eta.13.3,Eta.14.3,Eta.15.3,Eta.16.3,Eta.17.3,Eta.18.3,Eta.19.3,Eta.20.3,Eta.21.3,Eta.22.3,Eta.23.3,Eta.24.3,Eta.25.3,Eta.26.3,Eta.27.3,Eta.28.3,Eta.29.3,Eta.30.3,Eta.31.3,Eta.32.3,sigma_eta.1,sigma_eta.2,sigma_eta.3,sigma_y,kappa,R0,kin,kout,EC50,sigma_y_ref
-692.176,0.941958,0.13476,5,63,0,758.782,4.58546,2.90073,0.0406378,0.545344,0.751329,0.826769,1.77482,-0.0354834,-1.37039,1.60709,-0.672769,-0.427685,-1.89464,0.0358291,-1.78488,0.721334,-1.65086,-0.639771,0.509894,-0.220017,-0.532066,0.923033,-0.827573,0.286868,0.0465099,1.17829,0.000888841,0.053366,-0.324455,-1.0434,-0.595118,-0.525734,0.143058,-0.243691,0.900294,1.41613,0.92638,-1.32193,-0.176107,-0.389578,1.41483,-0.643176,-0.848186,-0.452857,-0.0652929,0.15243,-1.0408,0.756885,-0.592918,-0.223554,0.182077,0.867217,0.106723,0.768773,-0.620306,0.147689,-1.44184,-0.0182216,-2.05006,-0.751982,1.26992,-1.19597,1.37642,-0.422695,0.70342,1.2976,0.0226124,0.216428,0.761135,1.02382,-2.54761,0.369235,-1.13354,0.809818,-0.0131785,-0.184339,0.842487,-0.600445,-0.805514,-1.44877,1.06657,-0.146919,1.99188,-0.692347,-0.98745,-1.86023,1.34904,1.4298,1.85085,-0.750986,2.0589,0.971549,0.316499,1.87992,-0.698836,0.804861,1.03445,1.75621,0.034139,0.0746283,0.130782,0.405452,0.414085,0.108665,98.0479,5.39098,0.0549831,1.04147,3.06171
-690.627,0.923625,0.13476,6,63,0,735.902,4.61183,2.8415,0.0455629,-0.309173,0.300834,0.32845,-3.57832,-1.38642,-0.417293,0.721771,1.78371,0.220137,-0.783013,0.221652,-0.6797,-1.92564,-1.5562,1.70752,-0.395975,1.03518,0.570524,-1.11016,2.27262,1.11163,0.17563,-0.32059,1.2393,-1.02255,-0.165702,-0.642246,0.905094,0.0754618,0.0247505,0.470371,1.41774,0.814053,0.748486,-0.141371,0.888407,0.31023,0.360701,-0.260304,-0.0635918,-0.313326,-0.248838,0.34261,-1.11833,0.746662,0.0484158,-0.173827,-0.646032,0.280377,0.0424479,0.979884,0.859276,-0.373527,-0.531255,0.445237,-0.828167,-0.392349,0.582787,-1.59694,0.308364,-0.858819,-0.393325,0.381746,0.897933,-0.249991,1.06801,1.71963,-1.66837,0.361045,-1.46955,0.880115,-0.464487,-0.173951,0.0250773,-0.724693,-0.675264,-1.14117,-0.1691,-0.428363,2.36865,-0.42679,-1.41818,-1.34602,0.230342,1.34951,1.73412,-0.140228,1.57586,0.74494,0.210421,1.64124,-1.05776,0.978664,1.20785,1.3662,0.069753,0.0311221,0.219784,0.411839,1.25951,0.122517,100.668,5.87276,0.0583379,1.04662,3.12226
-691.115,0.91949,0.13476,5,31,0,740.398,4.59596,2.83105,0.115913,-1.3403,-2.23851,0.94894,2.29108,0.0413328,-0.327656,0.736684,-0.89413,-0.296571,0.409332,-0.458345,-1.38701,-0.0908643,-0.948988,0.11612,0.19689,0.0723409,0.251175,0.129787,-0.910471,-0.476548,1.32387,-0.196121,-1.70339,-1.01629,0.135052,0.560255,-0.954472,-1.10412,-0.639951,1.22979,1.37965,0.619138,1.82469,-0.497346,0.601717,0.190716,1.45443,-0.594508,-0.708529,0.683989,0.285518,0.772053,-0.706078,1.24706,-0.818865,0.205805,0.712247,1.33883,0.0461715,1.71098,0.372077,0.901811,-0.659705,1.01946,-1.53202,-0.826771,1.34585,-2.19293,1.12931,-0.846579,0.982316,0.810945,0.875758,0.325539,1.37157,0.870299,-2.35203,0.105042,-1.72661,1.02521,-0.236832,-0.0554682,-0.185876,-0.61145,-1.41647,-1.43431,-0.03921,-0.384701,1.78488,-1.12272,-1.11704,-1.92527,1.25962,1.27208,1.61445,-0.172154,2.18586,0.689711,-0.251313,1.10512,-0.810772,0.64341,1.03957,0.88209,0.0614731,0.0491968,0.139871,0.438847,1.08648,0.12184,99.083,5.84106,0.0589512,1.1229,3.06397
-703.55,0.815977,0.13476,5,31,0,740.955,4.59924,2.84739,0.0785039,-0.529442,-1.48886,0.945092,1.18397,-0.506299,-0.511675,0.808014,-0.17498,-0.89887,-0.620231,0.187516,-0.55244,-0.0795176,-0.260511,0.551741,0.474119,-0.152316,0.8531,0.461301,-0.410756,-0.749478,1.42311,-0.807885,-0.431459,-0.479694,-0.542164,0.30788,-0.176034,0.464304,0.025115,1.68372,1.92383,1.2657,1.99631,-0.647207,0.25752,0.548781,1.68329,-1.10141,-1.39644,0.0504238,0.0698916,1.5119,-0.640766,1.14363,-1.4787,0.819694,0.792043,1.05451,0.239029,1.13741,0.0937512,0.986648,-1.24168,0.25344,-1.75171,-0.138121,1.52421,-0.0351564,1.5024,-0.438606,0.918883,0.370551,0.0235139,0.449348,1.77014,0.879477,-2.29278,0.332815,-1.30184,0.917574,-0.342691,-0.0298011,0.108284,-0.478695,-0.944426,-1.53317,0.195857,-0.176709,1.86848,-0.889793,-1.35073,-1.75423,1.28479,1.29268,1.02807,-1.07662,1.76652,0.449792,-0.306958,1.29521,-0.622801,0.789805,0.903763,0.871215,0.0365837,0.0522985,0.1462,0.407277,1.89734,0.102193,99.4083,5.76521,0.0579953,1.08167,3.65859
-720.779,0.954836,0.13476,5,31,0,765.414,4.58355,2.89334,0.0584728,-1.01294,-0.838009,0.44818,0.710566,-1.57882,-0.717394,1.23893,1.31821,0.195922,1.16935,-0.390754,-0.368008,0.0550615,-0.0942002,1.22965,0.237154,0.535296,0.820843,-1.95645,0.687897,2.59719,0.78841,1.64122,1.89226,-0.571765,0.43192,-0.643991,1.41278,-0.848748,1.34763,1.84626,1.6005,1.46336,0.492849,-0.893838,1.29678,0.85942,-0.0540975,-0.768701,0.864414,-0.551732,0.059893,0.189507,-1.11038,1.50158,-0.764633,-0.035168,0.386956,0.339313,0.325649,1.79802,1.02067,-0.848101,-0.671646,0.25944,-2.29431,-1.71805,0.443006,-2.64206,0.296153,-0.904474,0.0854074,0.179954,1.93939,-0.432654,1.42782,1.46961,-2.51885,0.759744,-1.12541,0.898845,-0.473783,0.0161251,0.342953,-0.822954,-1.58784,-1.39944,-0.13988,-0.134889,1.95739,-0.697812,-1.42829,-1.23271,0.75959,1.14234,1.96372,0.109705,1.61719,1.38391,0.571764,1.96768,-1.41911,0.567692,0.810974,0.849944,-0.458106,0.0277514,0.105622,0.351276,0.94507,0.109045,97.8608,5.4206,0.055391,1.06022,3.17233
-710.707,0.999734,0.13476,5,31,0,788.537,4.61112,2.88634,0.0145594,-1.82357,0.639629,-0.624344,0.294917,-0.567857,-0.916382,-1.03131,0.893677,-1.99947,-1.16312,-0.606705,-1.18642,1.96533,0.524277,1.12316,-1.73745,0.927012,-0.190423,-0.878662,1.58538,-0.0172782,1.01417,-1.95577,-0.257131,1.27941,-2.73135,0.928877,0.835787,0.849062,0.555391,0.318655,1.51334,1.85518,1.64398,-1.3466,0.288747,0.0557802,1.50211,0.331755,-1.24939,-0.788168,0.544573,0.778783,-1.08257,0.137019,-1.15698,0.227748,-1.22314,0.746198,0.237389,0.784054,0.389615,-0.758323,-0.568879,-0.153533,-2.6174,-0.67582,0.682197,-0.26889,0.919121,-0.296459,0.75341,1.27382,0.342187,-0.11386,0.892962,1.41751,-1.50949,0.323109,-1.09353,0.997114,-0.45822,0.0857096,-0.177769,-0.522785,-0.41385,-1.28808,0.14871,0.000847076,2.56259,-0.77182,-0.849098,-1.63469,0.745907,1.20956,1.28742,-0.639887,1.78166,0.2791,0.400414,1.062,-0.344102,0.720829,0.983299,1.1413,0.427701,0.0150141,0.145877,0.442787,0.285579,0.10351,100.596,5.6113,0.0557802,1.01467,3.12129
-709.562,0.898354,0.13476,5,31,0,764.924,4.60257,2.89817,-0.00580442,-1.87255,0.537576,-0.661865,0.02821,0.205119,-1.09338,-1.11962,0.928817,-2.22708,-0.797804,-0.564821,-1.15623,2.43116,0.484962,1.4054,-1.62675,0.869399,-0.323906,-1.20574,1.69436,0.170514,1.04872,-2.36742,-0.499251,1.3842,-2.25012,1.90295,-0.0633069,0.699965,0.798903,-0.216755,1.65793,1.86773,1.75926,-0.754501,0.178474,-0.21425,1.2873,0.00505029,-0.94817,-1.13157,0.584395,0.684083,-1.00986,0.279669,-1.29935,0.97983,-1.49379,1.11891,0.253415,1.08103,0.367666,-0.591932,-0.853048,0.448601,-2.25167,-0.210381,0.650094,-0.904075,0.925998,-0.832718,0.887768,1.86211,0.505076,-0.126264,0.757061,1.32753,-1.73771,0.556875,-1.02185,0.966546,-0.350987,0.12753,-0.191755,-0.600861,-0.596925,-1.46457,0.452243,-0.23381,2.40035,-0.679582,-0.95299,-1.44683,0.73369,1.37011,1.52566,-0.39115,1.78376,0.425514,0.561536,1.01871,-0.45768,0.861757,1.06279,0.970223,0.24932,0.0278311,0.142909,0.457403,0.572209,0.0992182,99.7405,5.4981,0.0551241,0.994212,3.22587
-706.761,0.873988,0.13476,5,31,0,780.652,4.62346,2.85405,-0.0158034,-0.183505,-1.33905,-1.16063,-2.01752,-0.866297,-0.232165,3.47849,-0.472706,-0.769982,-0.487076,0.021917,-1.50494,1.63293,0.0475446,0.748724,-1.86554,2.05509,-0.193511,-0.0294985,0.00773711,-0.114065,2.32169,-0.464813,-1.36768,0.507116,1.38468,-1.22277,1.3578,0.986733,-0.837304,-2.44255,0.775955,-0.320577,0.87464,-0.451014,1.38442,1.07029,0.782004,-0.719738,-0.0861184,0.865026,-0.564307,0.190521,-1.11252,0.693512,0.0691043,0.00110037,0.0307141,-0.03835,0.726185,1.2133,0.541741,0.429937,-0.580049,0.4722,-0.345892,-1.16142,1.33009,-1.70501,0.737001,-0.829337,0.242627,-0.585936,1.15602,0.419006,0.915997,1.15671,-1.45879,0.177436,-1.06,0.351263,-0.0923078,0.293386,0.518354,-0.354633,-0.590732,-1.09946,-0.337871,0.0963775,1.96554,-0.678719,-0.860247,-1.08541,0.78551,0.736989,1.03332,-0.212129,1.65498,0.486874,-0.437766,1.70072,-0.778598,0.350242,1.03236,1.50838,0.131412,0.0346163,0.158466,0.521156,0.033667,0.0886623,101.846,5.8674,0.0576104,0.984321,3.35855
-686.393,0.996571,0.13476,5,31,0,748.357,4.6216,2.84259,0.0282344,-1.5968,0.948402,-0.437055,1.97792,-0.035606,0.703042,-1.27688,-0.300819,-0.925699,-2.41477,-0.488499,-1.80066,0.0761857,0.212625,1.49087,-0.567719,0.452397,-0.787092,-0.814027,-0.54153,1.13799,0.658458,-0.610496,0.681424,-0.294068,0.503934,1.0395,0.276272,0.281807,0.436472,-1.77891,0.0987207,1.40603,1.34762,-0.199987,0.338842,-0.183969,1.41769,-0.38972,-0.066876,-0.341248,0.99524,0.80187,-1.06252,0.939134,-0.101759,1.01937,-0.0840352,0.469068,0.567985,1.43567,0.432336,-0.69095,-1.54249,0.554122,-2.30397,0.0178091,0.412256,-0.425345,0.922702,-0.680512,0.634143,1.68851,1.61705,-0.00293101,0.736461,1.15069,-1.93987,0.352883,-1.54347,0.991758,-0.248148,-0.352736,0.0213902,-0.731706,-0.276828,-1.45958,-0.293029,-0.338257,1.99275,-0.683548,-0.768877,-1.66553,1.11353,1.17834,1.73825,-0.356136,1.47042,0.554618,0.11998,1.09295,-0.844255,0.593087,0.989913,1.35521,0.351183,0.0309506,0.17225,0.450833,0.0376249,0.14078,101.656,5.92398,0.0582746,1.02864,2.66546
-686.747,0.987052,0.13476,6,95,0,734.896,4.58208,2.95596,0.124466,1.40402,-0.0292453,0.586566,0.559467,-0.283423,0.177323,0.40332,-0.122884,-0.896442,-0.501119,0.592206,-1.55044,-0.247959,0.378052,-0.633171,1.0818,-0.80514,1.20826,1.00304,-0.700017,1.38616,-0.947697,2.1852,1.02284,0.308956,-0.212369,-0.0700516,-0.368101,-1.02288,0.313215,2.28626,0.441836,0.962054,0.997971,-0.896993,-0.103852,-0.964921,0.856604,-0.86841,-0.744884,-1.3741,-0.472639,0.542139,-1.38923,0.934008,-1.80869,0.227669,-0.994906,0.958808,-0.521231,1.06882,-0.137991,-1.35683,-2.03796,-0.227224,-2.79143,-0.903389,0.60014,-1.26403,0.691352,-0.993148,0.510782,0.398036,1.01872,-0.327577,0.793023,0.5675,-1.34845,0.0822533,-1.10938,0.281247,-0.323022,0.0251976,0.0830134,-0.441266,-1.22121,-0.872395,-0.274182,0.0570754,1.22522,-0.420644,-1.0508,-1.15715,0.530146,0.587885,0.992099,-0.502282,0.883646,0.263744,0.083728,1.16448,-0.540678,0.373886,0.314854,0.373813,0.0725101,0.0448759,0.135758,0.70473,1.93311,0.212632,97.7176,5.0841,0.0520285,1.13254,2.90515
