# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 1
# model = benchmark_warfarin_new_model
# method = sample (Default)
#   sample
#     num_samples = 150
#     num_warmup = 150
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = benchmark-warfarin.data.R
# init = benchmark-warfarin.init.R
# random
#   seed = 3172019
# output
#   file = new-2-3172019-9.csv
#   diagnostic_file =  (Default)
#   refresh = 150
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1,theta.2,theta.3,Eta.1.1,Eta.2.1,Eta.3.1,Eta.4.1,Eta.5.1,Eta.6.1,Eta.7.1,Eta.8.1,Eta.9.1,Eta.10.1,Eta.11.1,Eta.12.1,Eta.13.1,Eta.14.1,Eta.15.1,Eta.16.1,Eta.17.1,Eta.18.1,Eta.19.1,Eta.20.1,Eta.21.1,Eta.22.1,Eta.23.1,Eta.24.1,Eta.25.1,Eta.26.1,Eta.27.1,Eta.28.1,Eta.29.1,Eta.30.1,Eta.31.1,Eta.32.1,Eta.1.2,Eta.2.2,Eta.3.2,Eta.4.2,Eta.5.2,Eta.6.2,Eta.7.2,Eta.8.2,Eta.9.2,Eta.10.2,Eta.11.2,Eta.12.2,Eta.13.2,Eta.14.2,Eta.15.2,Eta.16.2,Eta.17.2,Eta.18.2,Eta.19.2,Eta.20.2,Eta.21.2,Eta.22.2,Eta.23.2,Eta.24.2,Eta.25.2,Eta.26.2,Eta.27.2,Eta.28.2,Eta.29.2,Eta.30.2,Eta.31.2,Eta.32.2,Eta.1.3,Eta.2.3,Eta.3.3,Eta.4.3,Eta.5.3,Eta.6.3,Eta.7.3,Eta.8.3,Eta.9.3,Eta.10.3,Eta.11.3,Eta.12.3,Eta.13.3,Eta.14.3,Eta.15.3,Eta.16.3,Eta.17.3,Eta.18.3,Eta.19.3,Eta.20.3,Eta.21.3,Eta.22.3,Eta.23.3,Eta.24.3,Eta.25.3,Eta.26.3,Eta.27.3,Eta.28.3,Eta.29.3,Eta.30.3,Eta.31.3,Eta.32.3,sigma_eta.1,sigma_eta.2,sigma_eta.3,sigma_y,kappa,R0,kin,kout,EC50,sigma_y_ref
-684.252,0.870419,0.143704,5,31,0,738.407,4.58377,2.96984,0.0930612,0.151367,-0.807932,0.386511,-0.0125368,0.0261828,0.687308,-0.323437,0.527069,-0.0362219,0.611582,0.00654721,-0.114514,-1.65833,1.16419,0.207503,1.81384,-0.712331,0.0342136,-0.237961,1.13179,-0.298461,1.63933,-2.1782,0.135574,-0.0250972,-0.430791,1.08726,-0.743454,0.93041,0.280725,-1.02408,1.83274,-0.224274,0.926609,-1.64831,0.161309,0.562548,0.63194,-1.50493,-1.33781,-0.158086,-0.184759,-0.190647,-0.879497,0.254526,0.549835,0.0255464,-0.536681,-0.574632,-0.00562022,0.930809,-0.267151,0.412158,-1.28245,-0.576724,-2.24614,-1.07622,1.21352,-2.86983,0.215079,-1.09682,-0.505494,0.327564,0.675829,0.0173401,0.719016,0.869775,-1.40237,-0.0937176,-1.23268,0.821727,-0.0365591,-0.0385462,0.00381531,-0.659737,-0.501716,-0.719851,-0.285511,0.076247,1.26812,-0.171881,-0.805978,-1.21761,0.639884,0.692982,1.02791,-0.382631,1.01178,0.247573,-0.090604,1.02869,-0.622924,0.227997,0.746109,0.753631,-0.302605,0.012624,0.167083,0.601554,0.746616,0.109311,97.8824,5.0225,0.0513116,1.09753,3.11539
-689.973,0.959018,0.143704,5,31,0,733.709,4.62304,2.86505,0.125764,-0.82008,0.965533,0.285644,-0.0869187,-0.653764,-0.768796,1.44287,-1.52009,0.163801,0.101447,0.258395,-0.678135,0.806518,-0.700715,0.625612,-0.690417,1.25867,-0.28475,-0.651613,-0.587795,0.382854,0.0193805,0.946459,-0.785482,-0.574627,0.409922,-0.802829,1.76647,-1.91084,-0.042719,0.232353,-2.27464,1.92002,2.02327,-0.189513,0.962611,-0.138931,1.43117,-0.00409,0.234708,0.992594,-0.066934,-0.270276,-1.0378,0.148576,-1.93467,-0.151954,0.0202025,0.91297,0.189577,2.20692,0.691667,-0.620592,-0.305966,0.709668,-2.0306,-0.718091,0.177673,0.142764,1.42224,-0.609366,0.961877,0.640558,0.782577,-0.328646,0.422769,0.833693,-1.60882,-0.00666369,-1.20012,0.257713,-0.421777,-0.470583,-0.262128,-0.556005,-0.897193,-1.45082,0.0104371,-0.0728359,1.47769,-0.855477,-1.1829,-1.65743,0.826301,0.83357,1.36429,-0.905413,1.26994,0.161377,-0.0819214,1.04997,-1.12058,0.325538,0.697317,0.641096,0.221649,0.0455809,0.105987,0.503075,1.22062,0.112714,101.803,5.80074,0.05698,1.13401,3.21899
-689.387,0.990086,0.143704,5,31,0,734.584,4.59857,2.86279,0.0439022,-0.77456,-1.53183,1.78702,-0.84005,0.551626,-0.924058,1.48807,0.1209,0.912519,-0.698757,-1.09617,-0.445161,-1.15671,0.576105,0.282657,1.4594,0.743477,-0.897783,0.223323,0.572564,-0.329309,0.456251,-1.1349,0.393374,-0.444082,-0.00113049,0.700119,-0.922591,2.03066,1.27758,1.05665,1.04499,1.07592,0.628622,-0.304015,0.98521,0.785955,2.01063,-0.71214,-0.0897119,-0.66921,0.167437,1.6875,-0.157906,1.91028,-0.751848,1.41283,0.130515,-0.212351,0.7552,0.880654,0.583824,0.33848,-0.448515,0.117426,-1.35355,-0.935875,1.26841,-1.35349,0.166774,-1.46259,-0.751081,0.203481,1.23986,0.0825821,0.972717,0.671394,-1.36216,-0.0907844,-1.04404,0.592011,-0.426532,0.110142,0.0469286,-0.451369,-0.876941,-1.31777,-0.0442685,-0.00551801,1.5405,-0.398098,-0.488823,-1.30479,0.574523,1.05604,1.26849,-0.132541,1.40482,0.576881,0.174732,1.02728,-0.333478,0.37997,0.685592,0.951697,-0.0745331,0.0249453,0.123634,0.547523,0.303321,0.0961103,99.3426,5.67338,0.0571092,1.04488,3.23986
-683.404,0.989042,0.143704,5,31,0,737.801,4.61714,2.84675,-0.0445899,-0.601122,-0.483162,0.426871,0.890354,1.05126,0.078498,2.21862,-2.13878,-0.977794,0.335874,-0.454955,-2.13318,-1.5766,0.547848,0.348915,0.149667,-0.185949,-1.15572,-0.0610806,0.531562,1.34496,1.47691,-0.618992,-1.68567,-0.222682,-0.797544,-0.492845,2.5823,-0.884007,0.305029,-0.266902,-0.930437,2.56262,2.24868,-0.529646,1.01347,0.541661,1.152,-0.810332,0.277893,0.207828,0.549113,-0.119381,-0.961756,0.423466,0.0371112,-0.420924,-0.689754,0.997907,0.495937,1.8763,0.621137,0.259582,-1.44317,0.888562,-1.50574,-0.281442,0.927833,-1.26925,0.942974,-0.386568,-0.0704754,0.90356,1.35076,-0.3345,0.79311,0.996303,-1.43599,0.336797,-0.896713,0.713559,0.0336679,0.033407,0.0288585,-0.245349,-0.961123,-0.491589,-0.0242216,0.0174101,1.58737,-0.218536,-0.677217,-1.07521,0.6342,0.752531,1.30311,-0.0628907,1.32022,0.473852,0.174041,1.1229,-0.696886,0.529594,1.04705,0.905443,0.398232,0.0258558,0.145714,0.613542,0.208802,0.118,101.204,5.87314,0.0580324,0.95639,2.9186
-691.617,0.688603,0.143704,5,31,0,738.831,4.61828,2.8629,-0.035369,-1.10741,-0.57813,-0.534359,1.1036,0.46277,-0.848971,2.16013,-1.58582,-0.738954,0.153804,0.911804,-0.297881,-1.22517,1.09353,0.235273,0.305206,0.00528367,-1.67504,-0.729492,0.345411,1.24708,1.4448,-0.289562,-2.4735,0.277536,0.363396,-0.411011,1.02246,-1.25075,0.556957,-0.20289,-1.49043,2.37102,2.07836,-1.09886,0.336239,0.674448,0.710685,-0.784506,-0.0480701,0.0305982,0.443152,0.430318,-0.5784,1.26893,-0.466279,0.396679,-0.950928,0.773174,0.13365,1.52422,0.983992,-0.423734,-0.379626,0.788835,-2.07197,-0.146656,0.874121,-1.29084,1.30458,0.676156,-0.581981,1.1561,1.62349,-0.130608,0.879602,0.839372,-1.1675,0.264141,-0.665902,0.734375,-0.048083,0.138992,0.172704,-0.382113,-0.279864,-0.984205,-0.135992,0.150228,1.49886,-0.524696,-0.64421,-1.3782,0.631832,0.72081,1.28773,-0.147155,1.49936,0.580964,0.122016,1.09523,-0.608285,0.565666,1.08762,1.25012,0.484008,0.0310903,0.142398,0.558385,0.148178,0.11241,101.32,5.78564,0.0571027,0.965249,2.9863
-689.801,0.959409,0.143704,5,31,0,739.544,4.61472,2.85849,0.0214363,-1.33453,0.0287976,-0.707793,0.399995,-0.48758,-0.354741,0.942024,0.448182,-1.56366,-0.270823,1.25265,-0.960965,0.481411,-2.21098,-0.630088,-0.452397,0.226411,-0.023764,0.248101,-0.44733,0.559819,1.13247,-1.17317,-0.240446,1.64385,1.5906,0.182371,0.920275,0.0243917,0.153745,0.300064,0.988987,1.04697,1.55772,0.453952,1.56817,0.08718,2.00939,-0.26462,-0.0126725,-0.390013,0.109983,0.32516,-1.57155,0.336839,-0.24285,0.741033,-0.201372,-0.504492,1.06616,1.13707,0.612636,0.654623,-1.23486,-0.175148,-2.16271,-1.29895,0.294314,-1.47301,0.704696,-2.50594,0.828796,0.0822549,0.917545,-0.0355041,0.725392,1.30027,-1.89947,0.242169,-1.20982,0.775812,-0.124742,0.022662,0.230193,-0.93301,-1.20293,-1.30515,0.201423,-0.0946916,2.11925,-0.218605,-0.818493,-1.18461,0.891929,1.26781,1.25358,-0.285299,1.45101,0.570608,0.119635,1.38372,-0.666332,0.773022,0.723637,0.749526,-0.0624866,0.0507914,0.130794,0.493148,0.526935,0.109375,100.96,5.79054,0.0573551,1.02167,3.06928
-698.73,0.745645,0.143704,5,31,0,745.476,4.62483,2.89522,0.0262329,-1.48138,0.236685,0.668336,0.484512,0.0296924,-1.36138,1.53818,-0.0773586,0.41401,0.268118,-0.566239,0.176498,-0.807889,0.524325,-0.558673,1.20464,-0.817095,-1.92781,0.558613,0.231611,0.567817,0.690452,0.620539,-1.03998,-1.8768,0.908159,0.577046,-1.1602,0.236155,0.283725,1.29807,0.404158,1.51419,0.784508,-1.7857,0.0758815,0.290682,0.501338,0.185715,-1.39213,-0.48699,-0.549726,0.362984,-1.65417,1.70684,-0.0442414,0.316328,-0.524042,0.72424,0.395475,1.17437,1.05168,-0.494234,-0.360213,0.595354,-1.33616,-0.552582,0.913871,-2.05248,0.931085,-0.361932,0.168863,1.39464,2.25593,-0.146025,1.26221,1.07872,-2.00092,0.374956,-1.65816,0.814166,-0.374918,0.097922,0.098177,-0.459598,0.126962,-1.17037,-0.211214,0.093793,1.82515,-0.618861,-1.15775,-2.22384,0.725086,0.847312,1.71842,-0.494758,1.99908,0.901748,-0.399271,1.42678,-1.04277,0.945122,1.02536,1.25867,-0.178879,0.043669,0.140541,0.377455,1.46798,0.132293,101.985,5.63842,0.0552868,1.02658,3.11672
-704.766,0.957258,0.143704,5,31,0,749.777,4.58183,2.91827,0.0173384,-1.05349,1.37987,1.79487,-0.711599,-0.312374,0.60716,-1.24165,0.276722,-2.47864,1.03655,0.413071,-1.55036,0.544404,-2.16892,1.33572,-0.225695,-1.69363,0.0872473,0.795356,-0.932748,-0.165857,-1.60276,0.537038,1.28146,0.615214,0.597908,1.34123,1.36902,-2.61381,-0.287463,-1.03282,-1.03458,0.529318,0.950331,-0.0521618,1.31511,0.205674,1.89601,-1.38919,-0.430275,-0.145369,-0.621599,0.514564,-2.01279,0.640831,-0.868751,0.21143,0.936478,0.454795,-0.177815,0.850335,0.907228,-0.374631,-0.374138,-0.0764547,-2.09681,-1.0597,1.63464,-1.32264,0.844099,-1.57601,-0.193773,-0.0227019,1.39674,0.41186,0.634751,0.968202,-2.00675,0.174244,-1.46102,1.26819,-0.410695,0.0352866,0.177928,-0.719465,-0.800752,-1.17124,0.388367,-0.147573,2.0506,-0.33712,-0.200022,-0.904758,1.00283,1.82245,1.75601,-0.504204,1.40422,0.770826,-0.221849,1.49046,-0.650584,0.870919,1.37612,1.08626,0.0661618,0.0167437,0.13305,0.469851,0.259572,0.103947,97.6932,5.2781,0.0540272,1.01749,3.11251
-696.378,0.972535,0.143704,5,31,0,751.769,4.58666,2.87788,0.0525413,-0.478411,0.686644,-0.678181,0.103738,-0.713827,0.187988,-1.0115,-0.497827,-1.73561,1.16618,1.45189,-0.782135,0.741695,-1.34422,2.97428,-0.0166061,-0.508255,-1.01463,0.0674617,-0.78177,-0.0602816,0.199683,0.715108,1.14332,1.00003,0.824843,1.52155,-0.384657,-1.37191,1.11056,0.338508,-0.10077,0.331025,1.74142,-0.492179,1.49452,0.0730077,1.65129,-0.501829,-0.361586,-0.416074,-0.497709,0.291786,-1.75974,0.653715,-0.960172,-0.0586325,0.561649,0.069634,-0.383282,0.421671,0.75412,-0.630031,-0.660737,-0.200276,-1.64124,-0.969945,1.82551,-0.971745,0.922762,-0.752996,-0.233794,0.420731,1.42879,0.763062,0.934514,0.883144,-1.66033,0.355724,-1.46541,1.42666,-0.316641,0.278327,0.012033,-0.603169,-0.843233,-1.19844,0.0776897,-0.32752,1.57469,-0.123572,-0.25289,-1.4573,0.844363,1.45952,1.57368,-0.0456106,1.40179,0.231438,-0.375933,1.14213,-0.759795,0.732984,1.23131,1.05232,0.266236,0.0182151,0.116567,0.466684,0.084799,0.106246,98.1663,5.52222,0.0562537,1.05395,3.06909
-702.765,0.976533,0.143704,5,31,0,758.077,4.62097,2.93841,0.0423892,0.666016,0.173128,1.02286,-0.331112,-0.371452,-0.985978,2.11494,1.05667,0.829476,-0.929507,-1.39015,-0.427957,-1.1053,-0.773058,-2.59241,0.168078,-1.48174,1.81866,1.39879,0.0563016,0.456663,0.164522,1.48033,-1.44852,-1.01013,-2.27425,-1.47652,0.348968,0.920814,-0.875582,0.151517,-0.00884326,1.15298,0.94723,-1.4695,0.0142151,0.126874,-0.502759,-1.24545,-1.03324,-0.546624,-0.0231837,-0.761629,-1.78976,0.678537,-0.284783,0.533309,-1.0152,-0.0240966,0.754253,0.726091,0.0714235,0.0366104,-1.03171,0.159809,-1.7699,-1.82712,-0.520706,-2.31466,0.136366,-1.01706,-0.18464,0.120013,0.432787,-0.0238317,1.11262,1.03189,-1.84058,-0.0277137,-1.27833,0.485929,-0.392779,-0.601222,-0.0294579,-0.512543,-2.15186,-1.24007,-0.189511,0.0966621,1.81582,-0.559522,-0.985151,-1.90756,0.690202,1.09833,1.73991,-0.275445,1.61341,0.522967,0.221583,1.44788,-0.895569,0.564272,0.958243,1.05353,0.154806,0.009957,0.10793,0.453536,1.33331,0.157038,101.592,5.37932,0.0529501,1.0433,2.85405
